
         540712248 function calls (540708138 primitive calls) in 379.315 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:3786(_refine_defaults_read)
        3    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        3    1.562    0.521    1.657    0.552 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
        3    0.000    0.000    0.124    0.041 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:86(__init__)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:146(ax)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:150(_typ)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:170(_convert_obj)
        3    0.000    0.000    0.009    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:197(_get_binner)
        3    0.000    0.000    0.009    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:1037(_get_binner_for_time)
        3    0.000    0.000    0.226    0.075 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:1306(get_resampler)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:1355(__init__)
        3    0.000    0.000    0.217    0.072 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:288(aggregate)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:404(_apply_loffset)
        3    0.000    0.000    0.225    0.075 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:1447(_get_resampler)
        3    0.000    0.000    0.009    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:1488(_get_time_bins)
        3    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:1551(_adjust_bin_edges)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:1710(_get_timestamp_range_edges)
        3    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/resample.py:1834(_adjust_dates_anchored)
        2    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/posixpath.py:154(dirname)
        2    0.017    0.009    0.017    0.009 {pandas._libs.algos.take_2d_axis1_float64_float64}
        2    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/copy.py:111(_copy_immutable)
        2    0.000    0.000    1.152    0.576 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:377(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:408(close)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:973(<listcomp>)
        2    0.000    0.000    0.004    0.002 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:908(inspect_excel_format)
        2    0.000    0.000    1.157    0.579 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:1041(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:1197(sheet_names)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:1201(close)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_base.py:1211(__del__)
        2    0.000    0.000    1.152    0.576 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_openpyxl.py:459(__init__)
        2    0.000    0.000    1.152    0.576 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_openpyxl.py:483(load_workbook)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/excel/_openpyxl.py:490(close)
        2    0.000    0.000    0.005    0.002 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:58(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:126(epoch)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:141(write_only)
        2    0.000    0.000    0.003    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:90(_setup_styles)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:161(active)
        2    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:340(add_named_style)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/workbook.py:438(close)
        2    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:67(_validate_archive)
        2    0.000    0.000    0.001    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/worksheet.py:96(__init__)
        2    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/worksheet.py:100(_setup)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/filters.py:321(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/properties.py:20(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/properties.py:39(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/properties.py:64(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/scenario.py:85(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/formatting/formatting.py:61(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/differential.py:65(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/child.py:22(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/cell_range.py:426(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/manifest.py:97(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/defined_name.py:174(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/page.py:39(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/datavalidation.py:169(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/page.py:133(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/protection.py:75(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/child.py:15(avoid_duplicate_name)
        2    0.000    0.000    0.002    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/relationship.py:124(get_dependents)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/child.py:45(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/child.py:55(parent)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/child.py:70(title)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/numbers.py:187(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:91(xfId)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:173(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:171(names)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:189(append)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:220(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:251(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:272(sort_fn)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/named_styles.py:263(names)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/excel.py:72(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/excel.py:99(__set__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/cell_style.py:184(__getitem__)
        2    0.000    0.000    0.004    0.002 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/cell_style.py:188(_to_array)
        2    0.000    0.000    0.016    0.008 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/stylesheet.py:97(from_tree)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/stylesheet.py:119(_expand_named_style)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/stylesheet.py:106(_merge_named_styles)
        2    0.000    0.000    0.005    0.002 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/stylesheet.py:56(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/stylesheet.py:151(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/stylesheet.py:149(custom_formats)
        2    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/stylesheet.py:154(_normalise_numbers)
        2    0.000    0.000    0.022    0.011 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/stylesheet.py:188(apply_stylesheet)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/workbook.py:130(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/workbook.py:182(active)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/protection.py:55(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/properties.py:40(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/workbook/properties.py:140(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:100(_find_workbook_part)
        2    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:122(__init__)
        2    0.000    0.000    0.002    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:133(read_manifest)
        2    0.001    0.000    0.921    0.460 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:139(read_strings)
        2    0.000    0.000    0.010    0.005 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:147(read_workbook)
        2    0.000    0.000    0.001    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:170(read_properties)
        2    0.000    0.000    0.003    0.002 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:176(read_theme)
        2    0.000    0.000    0.192    0.096 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:203(read_worksheets)
        2    0.000    0.000    1.151    0.575 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:275(read)
        2    0.000    0.000    1.152    0.576 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/excel.py:288(load_workbook)
        2    0.062    0.031    0.917    0.459 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/strings.py:9(read_string_table)
        2    0.000    0.000    0.005    0.002 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/workbook.py:31(__init__)
        2    0.000    0.000    0.005    0.003 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/workbook.py:46(parse)
        2    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/reader/workbook.py:93(assign_names)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        1    0.028    0.028  379.315  379.315 /Users/ganesh/Workspace/NunamChallenge/profiletest.py:6(main)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/posixpath.py:64(isabs)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/posixpath.py:376(abspath)
        1    0.074    0.074  376.346  376.346 /Users/ganesh/Workspace/NunamChallenge/DataSeparation.py:6(separate_files)
